action,action_slug,reference_rank,reference_object_category,reference_source_image_path,reference_dataset_image_path,reference_overlay_image_path,test_rank,test_object_category,test_source_image_path,test_dataset_image_path,test_overlay_image_path,point_id,point_color_name,point_color_rgb,reference_point_x,reference_point_y,test_point_x,test_point_y,reference_point_x_px,reference_point_y_px,test_point_x_px,test_point_y_px
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,bottle,images/n02876657/0095.JPEG,Pour/tests/04__bottle__0095.JPEG,Pour/test_overlays/test04_bottle.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.3671875,0.28125,135.802,202.083,183.594,105.469
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,bottle,images/n02876657/0095.JPEG,Pour/tests/04__bottle__0095.JPEG,Pour/test_overlays/test04_bottle.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.4609375,0.2875,219.572,348.958,230.469,107.812
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,bottle,images/n02876657/0095.JPEG,Pour/tests/04__bottle__0095.JPEG,Pour/test_overlays/test04_bottle.png,4,yellow,"241,196,15",0.55,0.5375,0.684375,0.4166666666666667,183.15,268.75,342.188,156.25
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,bottle,images/n02876657/0095.JPEG,Pour/tests/04__bottle__0095.JPEG,Pour/test_overlays/test04_bottle.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.859375,0.6,259.636,423.958,429.688,225.0
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,cup,images/n07930864/0000.JPEG,Pour/tests/01__cup__0000.JPEG,Pour/test_overlays/test01_cup.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.090625,0.2375,66.6,55.208,43.319,90.962
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,cup,images/n07930864/0000.JPEG,Pour/tests/01__cup__0000.JPEG,Pour/test_overlays/test01_cup.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.15625,0.28125,135.802,202.083,74.688,107.719
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,cup,images/n07930864/0000.JPEG,Pour/tests/01__cup__0000.JPEG,Pour/test_overlays/test01_cup.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.4765625,0.6020833333333333,219.572,348.958,227.797,230.598
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,cup,images/n07930864/0000.JPEG,Pour/tests/01__cup__0000.JPEG,Pour/test_overlays/test01_cup.png,4,yellow,"241,196,15",0.55,0.5375,0.8,0.23958333333333334,183.15,268.75,382.4,91.76
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,cup,images/n07930864/0000.JPEG,Pour/tests/01__cup__0000.JPEG,Pour/test_overlays/test01_cup.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.95625,0.4166666666666667,259.636,423.958,457.088,159.583
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,cup,images/n07930864/0078.JPEG,Pour/tests/02__cup__0078.JPEG,Pour/test_overlays/test02_cup.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.0859375,0.18958333333333333,66.6,55.208,38.672,62.942
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,cup,images/n07930864/0078.JPEG,Pour/tests/02__cup__0078.JPEG,Pour/test_overlays/test02_cup.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.159375,0.19166666666666668,135.802,202.083,71.719,63.633
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,cup,images/n07930864/0078.JPEG,Pour/tests/02__cup__0078.JPEG,Pour/test_overlays/test02_cup.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.38125,0.5416666666666666,219.572,348.958,171.562,179.833
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,cup,images/n07930864/0078.JPEG,Pour/tests/02__cup__0078.JPEG,Pour/test_overlays/test02_cup.png,4,yellow,"241,196,15",0.55,0.5375,0.8140625,0.23333333333333334,183.15,268.75,366.328,77.467
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,cup,images/n07930864/0078.JPEG,Pour/tests/02__cup__0078.JPEG,Pour/test_overlays/test02_cup.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.9203125,0.39791666666666664,259.636,423.958,414.141,132.108
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,cup,images/n07930864/0066.JPEG,Pour/tests/03__cup__0066.JPEG,Pour/test_overlays/test03_cup.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.2796875,0.25833333333333336,66.6,55.208,139.844,96.875
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,cup,images/n07930864/0066.JPEG,Pour/tests/03__cup__0066.JPEG,Pour/test_overlays/test03_cup.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.33125,0.26458333333333334,135.802,202.083,165.625,99.219
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,cup,images/n07930864/0066.JPEG,Pour/tests/03__cup__0066.JPEG,Pour/test_overlays/test03_cup.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.5,0.5395833333333333,219.572,348.958,250.0,202.344
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,cup,images/n07930864/0066.JPEG,Pour/tests/03__cup__0066.JPEG,Pour/test_overlays/test03_cup.png,4,yellow,"241,196,15",0.55,0.5375,0.81875,0.32083333333333336,183.15,268.75,409.375,120.313
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,cup,images/n07930864/0066.JPEG,Pour/tests/03__cup__0066.JPEG,Pour/test_overlays/test03_cup.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.90625,0.3854166666666667,259.636,423.958,453.125,144.531
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,cup,images/n07930864/0058.JPEG,Pour/tests/04__cup__0058.JPEG,Pour/test_overlays/test04_cup.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.146875,0.17291666666666666,66.6,55.208,73.438,64.844
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,cup,images/n07930864/0058.JPEG,Pour/tests/04__cup__0058.JPEG,Pour/test_overlays/test04_cup.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.2046875,0.14791666666666667,135.802,202.083,102.344,55.469
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,cup,images/n07930864/0058.JPEG,Pour/tests/04__cup__0058.JPEG,Pour/test_overlays/test04_cup.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.453125,0.5770833333333333,219.572,348.958,226.562,216.406
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,cup,images/n07930864/0058.JPEG,Pour/tests/04__cup__0058.JPEG,Pour/test_overlays/test04_cup.png,4,yellow,"241,196,15",0.55,0.5375,0.8265625,0.22083333333333333,183.15,268.75,413.281,82.812
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,cup,images/n07930864/0058.JPEG,Pour/tests/04__cup__0058.JPEG,Pour/test_overlays/test04_cup.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.9546875,0.41041666666666665,259.636,423.958,477.344,153.906
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,dustpan,images/n03259009/0049.png,Pour/tests/01__dustpan__0049.png,Pour/test_overlays/test01_dustpan.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.22343749999999996,0.6104166666666667,66.6,55.208,67.031,183.125
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,dustpan,images/n03259009/0049.png,Pour/tests/01__dustpan__0049.png,Pour/test_overlays/test01_dustpan.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.30156249999999996,0.5479166666666667,135.802,202.083,90.469,164.375
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,dustpan,images/n03259009/0049.png,Pour/tests/01__dustpan__0049.png,Pour/test_overlays/test01_dustpan.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.5640625,0.39375,219.572,348.958,169.219,118.125
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,dustpan,images/n03259009/0049.png,Pour/tests/01__dustpan__0049.png,Pour/test_overlays/test01_dustpan.png,4,yellow,"241,196,15",0.55,0.5375,0.690625,0.24166666666666667,183.15,268.75,207.188,72.5
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,dustpan,images/n03259009/0049.png,Pour/tests/01__dustpan__0049.png,Pour/test_overlays/test01_dustpan.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.9625,0.022916666666666665,259.636,423.958,288.75,6.875
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,dustpan,images/n03259009/0012.png,Pour/tests/02__dustpan__0012.png,Pour/test_overlays/test02_dustpan.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.48906249999999996,0.4375,66.6,55.208,244.531,175.0
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,dustpan,images/n03259009/0012.png,Pour/tests/02__dustpan__0012.png,Pour/test_overlays/test02_dustpan.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.5515625,0.4270833333333333,135.802,202.083,275.781,170.833
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,dustpan,images/n03259009/0012.png,Pour/tests/02__dustpan__0012.png,Pour/test_overlays/test02_dustpan.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.6859375,0.37916666666666665,219.572,348.958,342.969,151.667
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,dustpan,images/n03259009/0012.png,Pour/tests/02__dustpan__0012.png,Pour/test_overlays/test02_dustpan.png,4,yellow,"241,196,15",0.55,0.5375,0.771875,0.3458333333333333,183.15,268.75,385.938,138.333
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,dustpan,images/n03259009/0012.png,Pour/tests/02__dustpan__0012.png,Pour/test_overlays/test02_dustpan.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.928125,0.29791666666666666,259.636,423.958,464.062,119.167
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,dustpan,images/n03259009/0036.png,Pour/tests/03__dustpan__0036.png,Pour/test_overlays/test03_dustpan.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.25625,0.5979166666666667,66.6,55.208,64.062,149.479
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,dustpan,images/n03259009/0036.png,Pour/tests/03__dustpan__0036.png,Pour/test_overlays/test03_dustpan.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.33906250000000004,0.5333333333333333,135.802,202.083,84.766,133.333
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,dustpan,images/n03259009/0036.png,Pour/tests/03__dustpan__0036.png,Pour/test_overlays/test03_dustpan.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.5796875,0.37916666666666665,219.572,348.958,144.922,94.792
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,dustpan,images/n03259009/0036.png,Pour/tests/03__dustpan__0036.png,Pour/test_overlays/test03_dustpan.png,4,yellow,"241,196,15",0.55,0.5375,0.6765625,0.2708333333333333,183.15,268.75,169.141,67.708
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,dustpan,images/n03259009/0036.png,Pour/tests/03__dustpan__0036.png,Pour/test_overlays/test03_dustpan.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.903125,0.10208333333333333,259.636,423.958,225.781,25.521
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,dustpan,images/n03259009/0013.png,Pour/tests/04__dustpan__0013.png,Pour/test_overlays/test04_dustpan.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.20625000000000004,0.70625,66.6,55.208,61.875,156.788
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,dustpan,images/n03259009/0013.png,Pour/tests/04__dustpan__0013.png,Pour/test_overlays/test04_dustpan.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.3109375,0.6083333333333333,135.802,202.083,93.281,135.05
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,dustpan,images/n03259009/0013.png,Pour/tests/04__dustpan__0013.png,Pour/test_overlays/test04_dustpan.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.46875,0.5395833333333333,219.572,348.958,140.625,119.787
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,dustpan,images/n03259009/0013.png,Pour/tests/04__dustpan__0013.png,Pour/test_overlays/test04_dustpan.png,4,yellow,"241,196,15",0.55,0.5375,0.675,0.2833333333333333,183.15,268.75,202.5,62.9
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,4,dustpan,images/n03259009/0013.png,Pour/tests/04__dustpan__0013.png,Pour/test_overlays/test04_dustpan.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.925,0.06666666666666667,259.636,423.958,277.5,14.8
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,frying_pan,images/n03400231/0042.JPEG,Pour/tests/01__frying_pan__0042.JPEG,Pour/test_overlays/test01_frying_pan.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.246875,0.6375,66.6,55.208,82.209,318.75
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,frying_pan,images/n03400231/0042.JPEG,Pour/tests/01__frying_pan__0042.JPEG,Pour/test_overlays/test01_frying_pan.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.30625,0.6104166666666667,135.802,202.083,101.981,305.208
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,frying_pan,images/n03400231/0042.JPEG,Pour/tests/01__frying_pan__0042.JPEG,Pour/test_overlays/test01_frying_pan.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.4546875,0.5854166666666667,219.572,348.958,151.411,292.708
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,frying_pan,images/n03400231/0042.JPEG,Pour/tests/01__frying_pan__0042.JPEG,Pour/test_overlays/test01_frying_pan.png,4,yellow,"241,196,15",0.55,0.5375,0.6484375,0.4354166666666667,183.15,268.75,215.93,217.708
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,1,frying_pan,images/n03400231/0042.JPEG,Pour/tests/01__frying_pan__0042.JPEG,Pour/test_overlays/test01_frying_pan.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.809375,0.34375,259.636,423.958,269.522,171.875
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,frying_pan,images/n03400231/0050.JPEG,Pour/tests/02__frying_pan__0050.JPEG,Pour/test_overlays/test02_frying_pan.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.1640625,0.7604166666666666,66.6,55.208,41.016,155.125
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,frying_pan,images/n03400231/0050.JPEG,Pour/tests/02__frying_pan__0050.JPEG,Pour/test_overlays/test02_frying_pan.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.25625,0.7666666666666667,135.802,202.083,64.062,156.4
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,frying_pan,images/n03400231/0050.JPEG,Pour/tests/02__frying_pan__0050.JPEG,Pour/test_overlays/test02_frying_pan.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.4078125,0.6375,219.572,348.958,101.953,130.05
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,frying_pan,images/n03400231/0050.JPEG,Pour/tests/02__frying_pan__0050.JPEG,Pour/test_overlays/test02_frying_pan.png,4,yellow,"241,196,15",0.55,0.5375,0.6578125,0.36666666666666664,183.15,268.75,164.453,74.8
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,2,frying_pan,images/n03400231/0050.JPEG,Pour/tests/02__frying_pan__0050.JPEG,Pour/test_overlays/test02_frying_pan.png,5,magenta,"155,89,182",0.7796875,0.8479166666666667,0.909375,0.0875,259.636,423.958,227.344,17.85
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,frying_pan,images/n03400231/0063.JPEG,Pour/tests/03__frying_pan__0063.JPEG,Pour/test_overlays/test03_frying_pan.png,1,red,"231,76,60",0.19999999999999996,0.11041666666666666,0.24375,0.5979166666666667,66.6,55.208,67.031,123.171
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,frying_pan,images/n03400231/0063.JPEG,Pour/tests/03__frying_pan__0063.JPEG,Pour/test_overlays/test03_frying_pan.png,2,green,"39,174,96",0.4078125,0.4041666666666667,0.296875,0.5541666666666667,135.802,202.083,81.641,114.158
Pour,Pour,1,bottle,images/n02876657/0053.JPEG,Pour/references/01__bottle__0053.JPEG,Pour/reference_overlays/ref01_bottle.png,3,frying_pan,images/n03400231/0063.JPEG,Pour/tests/03__frying_pan__0063.JPEG,Pour/test_overlays/test03_frying_pan.png,3,blue,"52,152,219",0.659375,0.6979166666666666,0.4625,0.5354166666666667,219.572,348.958,127.188,110.296
